file,N,M,# bridges,algo,BFS,Marking,Overall,Standard deviation
in/USA-road-d.CTR.gr.bin,14081816.0,34292496.0,8534228.0,multicore,282.51300000000003,679.2618,961.7746,8.79490867718362
in/USA-road-d.E.gr.bin,3598623.0,8778114.0,2263756.0,multicore,63.86280000000001,64.75200000000001,128.6148,0.8013035379929436
in/USA-road-d.USA.gr.bin,23947347.0,58333344.0,14686764.0,multicore,338.6108,429.8929999999999,768.5036,5.664277980466694
in/USA-road-d.W.gr.bin,6262104.0,15248146.0,3896150.0,multicore,97.04740000000001,106.2492,203.29680000000002,0.8199276553452678
in/ca-hollywood-2009.mtx.bin,1069126.0,112613306.0,23844.0,multicore,19.6398,812.8018,832.4416000000001,16.130154613022153
in/cit-Patents.mtx.bin,3764117.0,33023480.0,1342184.0,multicore,92.10480000000001,653.691,745.7958,6.095149396036154
in/kron_g500-logn16.mtx.bin,55319.0,4912140.0,12648.0,multicore,2.5346,50.358,52.8928,0.7000952506623667
in/kron_g500-logn17.mtx.bin,107901.0,10227962.0,26262.0,multicore,2.8392000000000004,69.2544,72.09360000000001,0.33127064463969436
in/kron_g500-logn18.mtx.bin,210141.0,21165358.0,54622.0,multicore,15.701999999999998,214.5256,230.22779999999997,4.556766151559673
in/kron_g500-logn19.mtx.bin,409123.0,43561522.0,113918.0,multicore,17.104,457.62219999999996,474.72659999999996,9.74789894490089
in/kron_g500-logn20.mtx.bin,795153.0,89238716.0,233242.0,multicore,73.35000000000001,836.5817999999999,909.9316000000001,12.61664579196864
in/kron_g500-logn21.mtx.bin,1543901.0,182081678.0,477020.0,multicore,85.6574,2225.3643999999995,2311.0218,8.876890973758915
in/road-great-britain-osm.mtx.bin,7733822.0,16313034.0,4889800.0,multicore,154.1498,106.231,260.3808,0.8610085713859098
in/soc-LiveJournal1.txt.bin,4843953.0,85691368.0,2215030.0,multicore,64.582,837.8693999999999,902.4518,6.45136107809815
in/socfb-A-anon.mtx.bin,3097165.0,47334788.0,3317304.0,multicore,32.6344,431.2732,463.90740000000005,8.423408493003286
in/web-wikipedia2009.mtx.bin,1864433.0,9014630.0,1464760.0,multicore,29.231399999999997,88.0806,117.31179999999999,2.488352097272408
file,N,M,# bridges,algo,BFS,Naive bridges,Max distance,Overall,Standard deviation
in/USA-road-d.CTR.gr.bin,14081816.0,34292496.0,8534228.0,naive,616.3871999999999,210.2132,3826.0,830.0,9.893948979047728
in/USA-road-d.E.gr.bin,3598623.0,8778114.0,2263756.0,naive,375.25640000000004,14.683600000000002,2878.0,390.9062,5.752416688662254
in/USA-road-d.USA.gr.bin,23947347.0,58333344.0,14686764.0,naive,992.6028,96.1464,6261.0,1092.3404,19.347793668529743
in/USA-road-d.W.gr.bin,6262104.0,15248146.0,3896150.0,naive,436.93,25.0952,3137.0,463.6964,9.4652905206338
in/ca-hollywood-2009.mtx.bin,1069126.0,112613306.0,23844.0,naive,89.75019999999999,90.5004,10.0,183.3782,1.3198332318895434
in/cit-Patents.mtx.bin,3764117.0,33023480.0,1342184.0,naive,91.5366,188.75039999999998,19.0,283.4778,0.2832634109799619
in/kron_g500-logn16.mtx.bin,55319.0,4912140.0,12648.0,naive,7.2218,4.712,5.0,12.0196,0.3577941307511908
in/kron_g500-logn17.mtx.bin,107901.0,10227962.0,26262.0,naive,12.4884,10.522000000000002,5.0,23.0962,0.7928488885027204
in/kron_g500-logn18.mtx.bin,210141.0,21165358.0,54622.0,naive,23.803800000000003,24.0442,5.0,47.937200000000004,1.4650390301968075
in/kron_g500-logn19.mtx.bin,409123.0,43561522.0,113918.0,naive,53.3292,77.48179999999999,5.0,133.9212,0.19120711283840164
in/kron_g500-logn20.mtx.bin,795153.0,89238716.0,233242.0,naive,134.47899999999998,206.003,5.0,343.60420000000005,0.9664813293592436
in/kron_g500-logn21.mtx.bin,1543901.0,182081678.0,477020.0,naive,325.5854,499.2994,5.0,828.018,1.066908243477424
in/road-great-britain-osm.mtx.bin,7733822.0,16313034.0,4889800.0,naive,817.3199999999999,22.0506,6388.0,841.9536,9.407369677013873
in/soc-LiveJournal1.txt.bin,4843953.0,85691368.0,2215030.0,naive,127.5018,183.20059999999998,11.0,313.9144,0.8702079291755493
in/socfb-A-anon.mtx.bin,3097165.0,47334788.0,3317304.0,naive,88.04100000000001,147.23739999999998,9.0,238.45340000000002,0.3828720935247155
