file,N,numQ,algo,grasp,batch,AvgHeight,MaxHeight,Preprocessing,Queries,Overall,Standard deviation
resultTimesTemporary/E2/multicore-cpu-inlabel$V_8000000#Q_10000000#grasp_-1#batch_100#$2021-01-10-15-19-35.out.test,8000000.0,10000000.0,Multicore CPU Inlabel,-1.0,100.0,16.189799999999998,38.4,1523.774,415.2236,1938.997,21.168111101371306
resultTimesTemporary/E2/multicore-cpu-inlabel$V_8000000#Q_10000000#grasp_-1#batch_1000#$2021-01-10-15-19-35.out.test,8000000.0,10000000.0,Multicore CPU Inlabel,-1.0,1000.0,16.189799999999998,38.4,1520.525,238.641,1759.166,20.227313741572278
resultTimesTemporary/E2/multicore-cpu-inlabel$V_8000000#Q_10000000#grasp_-1#batch_10000#$2021-01-10-15-19-35.out.test,8000000.0,10000000.0,Multicore CPU Inlabel,-1.0,10000.0,16.189799999999998,38.4,1517.5192000000002,214.2554,1731.7748,33.25848112226413
resultTimesTemporary/E2/multicore-cpu-inlabel$V_8000000#Q_10000000#grasp_-1#batch_100000#$2021-01-10-15-19-35.out.test,8000000.0,10000000.0,Multicore CPU Inlabel,-1.0,100000.0,16.189799999999998,38.4,1538.3684,207.6732,1746.0414,19.44955919911811
resultTimesTemporary/E2/multicore-cpu-inlabel$V_8000000#Q_10000000#grasp_-1#batch_1000000#$2021-01-10-15-19-35.out.test,8000000.0,10000000.0,Multicore CPU Inlabel,-1.0,1000000.0,16.189799999999998,38.4,1516.2895999999998,205.3494,1721.6388000000002,24.95968431210621
resultTimesTemporary/E2/multicore-cpu-inlabel$V_8000000#Q_10000000#grasp_-1#batch_10000000#$2021-01-10-15-19-35.out.test,8000000.0,10000000.0,Multicore CPU Inlabel,-1.0,10000000.0,16.189799999999998,38.4,1517.8086,205.76619999999997,1723.5746000000004,24.422078974567224

resultTimesTemporary/E3/cuda-inlabel$V_8000000#Q_8000000#grasp_1#batch_-1#$2021-01-06-11-21-25.out.test,8000000.0,8000000.0,CUDA Inlabel,1.0,-1.0,4000000.5,8000000.0,324.444,26.7622,351.2064,3.0419154228873646
resultTimesTemporary/E3/cuda-inlabel$V_8000000#Q_8000000#grasp_10#batch_-1#$2021-01-06-11-21-25.out.test,8000000.0,8000000.0,CUDA Inlabel,10.0,-1.0,727510.7969999999,1454929.4,325.25019999999995,43.95899999999999,369.2094,0.41284214901096444
resultTimesTemporary/E3/cuda-inlabel$V_8000000#Q_8000000#grasp_100#batch_-1#$2021-01-06-11-21-25.out.test,8000000.0,8000000.0,CUDA Inlabel,100.0,-1.0,79163.93759999999,158342.8,327.95559999999995,41.9032,369.8586,2.3661773897998355
resultTimesTemporary/E3/cuda-inlabel$V_8000000#Q_8000000#grasp_1000#batch_-1#$2021-01-06-11-21-25.out.test,8000000.0,8000000.0,CUDA Inlabel,1000.0,-1.0,7998.694,16010.8,327.21680000000003,26.3094,353.52619999999996,1.9100118743086456
resultTimesTemporary/E3/cuda-inlabel$V_8000000#Q_8000000#grasp_10000#batch_-1#$2021-01-06-11-21-25.out.test,8000000.0,8000000.0,CUDA Inlabel,10000.0,-1.0,808.609,1664.6,327.29879999999997,24.9044,352.20340000000004,3.4515268853074343
resultTimesTemporary/E3/cuda-inlabel$V_8000000#Q_8000000#grasp_100000#batch_-1#$2021-01-06-11-21-25.out.test,8000000.0,8000000.0,CUDA Inlabel,100000.0,-1.0,91.5004,202.4,327.4462,24.507799999999996,351.9538,1.3586502714090851
resultTimesTemporary/E3/cuda-inlabel$V_8000000#Q_8000000#grasp_10000000#batch_-1#$2021-01-06-11-21-25.out.test,8000000.0,8000000.0,CUDA Inlabel,10000000.0,-1.0,16.6426,38.2,331.33099999999996,24.85,356.1808,4.215708215709433
resultTimesTemporary/E3/cuda-inlabel$V_8000000#Q_8000000#grasp_3#batch_-1#$2021-01-06-11-21-25.out.test,8000000.0,8000000.0,CUDA Inlabel,3.0,-1.0,1999564.5695999998,3999341.4,327.0916000000001,35.8178,362.90919999999994,3.2390058598279805
resultTimesTemporary/E3/cuda-inlabel$V_8000000#Q_8000000#grasp_33#batch_-1#$2021-01-06-11-21-25.out.test,8000000.0,8000000.0,CUDA Inlabel,33.0,-1.0,235313.39440000002,470687.6,327.54959999999994,47.9514,375.5006,4.275464260171052
resultTimesTemporary/E3/cuda-inlabel$V_8000000#Q_8000000#grasp_333#batch_-1#$2021-01-06-11-21-25.out.test,8000000.0,8000000.0,CUDA Inlabel,333.0,-1.0,23982.4844,47977.2,326.606,29.956799999999998,356.563,0.9976664773359911
resultTimesTemporary/E3/cuda-inlabel$V_8000000#Q_8000000#grasp_3333#batch_-1#$2021-01-06-11-21-25.out.test,8000000.0,8000000.0,CUDA Inlabel,3333.0,-1.0,2408.8818,4852.0,328.0598,25.1976,353.2572,3.6277748221189374
resultTimesTemporary/E3/cuda-inlabel$V_8000000#Q_8000000#grasp_33333#batch_-1#$2021-01-06-11-21-25.out.test,8000000.0,8000000.0,CUDA Inlabel,33333.0,-1.0,250.3942,530.8,329.471,24.6988,354.17019999999997,2.75020482146329
resultTimesTemporary/E3/cuda-inlabel$V_8000000#Q_8000000#grasp_333333#batch_-1#$2021-01-06-11-21-25.out.test,8000000.0,8000000.0,CUDA Inlabel,333333.0,-1.0,36.6288,83.4,329.40020000000004,24.5524,353.95259999999996,1.6835314787671811
resultTimesTemporary/E3/cuda-naive$V_8000000#Q_8000000#grasp_1000#batch_-1#$2021-01-02-23-15-04.out.test,8000000.0,8000000.0,CUDA Naive,1000.0,-1.0,7998.694,16010.8,33.7138,58151.82489999999,58185.5385,510.11008254047505
resultTimesTemporary/E3/cuda-naive$V_8000000#Q_8000000#grasp_10000#batch_-1#$2021-01-02-23-15-04.out.test,8000000.0,8000000.0,CUDA Naive,10000.0,-1.0,808.609,1664.6,31.682100000000002,8882.5926,8914.274399999998,87.66529943164521
